timeExposed,timeTotal,propTimeExposed,propPopExposued,events,mdrr,exposureId,outcomeId,analysisId,ExposureGroup
108127.10073322413,27394122.67729322,0.0039,0.7323,581,3.7299,2,2,2,Vax_w_history
114310.59405608902,31415477.891821954,0.0036,0.7323,342,5.1358,2,3,2,Vax_w_history
114939.30092615655,33020614.134584606,0.0035,0.7323,56,18.0826,2,4,2,Vax_w_history
40770.38763430532,19098383.578988038,0.0021,0.4278,4587,2.0985,3,1,2,Vax_w_history
38777.93732278983,17192244.034634348,0.0023,0.4278,342,6.7889,3,2,2,Vax_w_history
40746.65951584802,19017210.934963267,0.0021,0.4278,216,9.4664,3,3,2,Vax_w_history
40759.67969570172,19198177.24986711,0.0021,0.4284,30,45.5638,3,4,2,Vax_w_history
13752.920837647802,14056307.022033488,0.001,0.1884,3479,3.0988,4,1,2,Vax_w_history
13643.398418473844,12759026.960335832,0.0011,0.1884,283,12.6784,4,2,2,Vax_w_history
13752.393294899586,14026174.851020383,0.001,0.1884,163,20.5391,4,3,2,Vax_w_history
13749.833085976421,14161619.12492421,0.001,0.1887,27,98.9809,4,4,2,Vax_w_history
20983.894931714538,15456576.453066252,0.0014,0.2664,3790,2.6198,5,1,2,Vax_w_history
20303.665712908474,14057132.923012001,0.0014,0.2664,378,8.4429,5,2,2,Vax_w_history
20980.417937810606,15426174.738859344,0.0014,0.2664,200,13.7376,5,3,2,Vax_w_history
20981.022884194233,15554015.462913968,0.0013,0.2668,65,33.7927,5,4,2,Vax_w_history
15261.103974849248,14364156.933044925,0.0011,0.2062,3558,2.9637,6,1,2,Vax_w_history
14902.104978445595,13044409.09482204,0.0011,0.2062,360,10.2081,6,2,2,Vax_w_history
15259.539273062532,14337128.87362789,0.0011,0.2062,180,17.8487,6,3,2,Vax_w_history
15262.178039356864,14481902.074406298,0.0011,0.2065,61,43.8352,6,4,2,Vax_w_history
8699.81728236967,13143203.538191833,7e-4,0.1263,3375,3.7569,7,1,2,Vax_w_history
8506.336028545602,11922102.619862113,7e-4,0.1263,268,17.8065,7,2,2,Vax_w_history
8698.138792688062,13119696.070750104,7e-4,0.1263,152,29.6621,7,3,2,Vax_w_history
8705.337361775311,13272499.037372615,7e-4,0.1265,22,172.1437,7,4,2,Vax_w_history
133464.53337238924,35153222.698810495,0.0038,0.7772,8437,1.5581,8,1,2,Vax_w_history
126474.40469507875,31098391.228385042,0.0041,0.7772,595,3.6353,8,2,2,Vax_w_history
133626.22841740388,35186420.06072175,0.0038,0.7772,360,4.8753,8,3,2,Vax_w_history
134376.32152917495,36531337.78714583,0.0037,0.7774,62,16.0229,8,4,2,Vax_w_history
102457.70957466324,29335710.554221276,0.0035,0.7009,7163,1.6406,9,1,2,Vax_w_history
97134.76641146513,25655953.554079935,0.0038,0.7009,527,3.9943,9,2,2,Vax_w_history
102590.32382020655,29374459.24576937,0.0035,0.7009,318,5.4781,9,3,2,Vax_w_history
103148.7442748492,30818555.794605486,0.0033,0.701,54,19.1743,9,4,2,Vax_w_history
37614.122465146815,18530610.290724106,0.002,0.4055,4454,2.1517,10,1,2,Vax_w_history
35761.04856851172,16687175.973624278,0.0021,0.4055,338,7.0582,10,2,2,Vax_w_history
37591.978621431925,18454374.707943305,0.002,0.4055,206,10.1199,10,3,2,Vax_w_history
37604.394278381034,18633281.57264897,0.002,0.406,30,47.5497,10,4,2,Vax_w_history
13214.217513178986,13957500.21211042,9e-4,0.1821,3461,3.1504,11,1,2,Vax_w_history
13108.472692507907,12668901.87083131,0.001,0.1821,282,13.015,11,2,2,Vax_w_history
13213.714689608032,13927911.413548902,9e-4,0.1821,161,21.2786,11,3,2,Vax_w_history
13211.188448080482,14064120.132423945,9e-4,0.1824,27,101.9416,11,4,2,Vax_w_history
18653.590402663314,15012548.136576777,0.0012,0.2431,3694,2.7387,12,1,2,Vax_w_history
18045.09949338537,13648583.305774916,0.0013,0.2431,358,9.2823,12,2,2,Vax_w_history
18650.559453378435,14983895.314504242,0.0012,0.2431,191,15.171,12,3,2,Vax_w_history
18652.603595205906,15116574.4556027,0.0012,0.2435,56,41.3643,12,4,2,Vax_w_history
13843.766064179888,14095080.26913655,0.001,0.1902,3503,3.0845,13,1,2,Vax_w_history
13520.221407211562,12797654.41379919,0.0011,0.1902,346,11.0772,13,2,2,Vax_w_history
13842.41097881324,14069169.373977197,0.001,0.1902,172,19.6373,13,3,2,Vax_w_history
13845.629813367224,14216172.17068114,0.001,0.1905,54,52.1828,13,4,2,Vax_w_history
7666.02804067941,12956557.202503977,6e-4,0.1127,3325,3.9992,14,1,2,Vax_w_history
7492.681815122212,11753867.70254211,6e-4,0.1127,265,19.5821,14,2,2,Vax_w_history
7664.533944409748,12934191.286359213,6e-4,0.1127,147,33.4351,14,3,2,Vax_w_history
7671.096931026689,13086857.677655844,6e-4,0.1129,22,190.852,14,4,2,Vax_w_history
149662.13070973026,38027448.36845503,0.0039,0.8081,9149,1.5231,1,1,3,Vax_w_history
141791.6408860742,33630237.775181815,0.0042,0.8081,666,3.3912,1,2,3,Vax_w_history
149852.13047633338,38073313.24094035,0.0039,0.8081,395,4.5478,1,3,3,Vax_w_history
150686.63454893595,39558698.40778735,0.0038,0.8082,67,14.7138,1,4,3,Vax_w_history
114153.46108098477,31361738.97278117,0.0036,0.7323,7679,1.602,2,1,3,Vax_w_history
108127.10073322411,27394122.74441193,0.0039,0.7323,581,3.7299,2,2,3,Vax_w_history
114310.59405608902,31415477.919535838,0.0036,0.7323,342,5.1358,2,3,3,Vax_w_history
114939.30092615655,33020614.143108487,0.0035,0.7323,56,18.0826,2,4,3,Vax_w_history
40770.38763430532,19098383.586164214,0.0021,0.4278,4587,2.0985,3,1,3,Vax_w_history
38777.93732278983,17192244.051165752,0.0023,0.4278,342,6.7889,3,2,3,Vax_w_history
40746.65951584803,19017210.942805097,0.0021,0.4278,216,9.4664,3,3,3,Vax_w_history
40759.67969570172,19198177.257234376,0.0021,0.4284,30,45.5638,3,4,3,Vax_w_history
13752.920837647802,14056307.014510877,0.001,0.1884,3479,3.0988,4,1,3,Vax_w_history
13643.398418473844,12759026.957687784,0.0011,0.1884,283,12.6784,4,2,3,Vax_w_history
13752.393294899586,14026174.84366704,0.001,0.1884,163,20.5391,4,3,3,Vax_w_history
13749.833085976421,14161619.117653996,0.001,0.1887,27,98.9809,4,4,3,Vax_w_history
20983.894931714538,15456576.45099776,0.0014,0.2664,3790,2.6198,5,1,3,Vax_w_history
20303.665712908474,14057132.925761012,0.0014,0.2664,378,8.4429,5,2,3,Vax_w_history
20980.417937810606,15426174.73694427,0.0014,0.2664,200,13.7376,5,3,3,Vax_w_history
20981.022884194233,15554015.461172404,0.0013,0.2668,65,33.7927,5,4,3,Vax_w_history
15261.103974849248,14364156.933339063,0.0011,0.2062,3558,2.9637,6,1,3,Vax_w_history
14902.104978445595,13044409.099334644,0.0011,0.2062,360,10.2081,6,2,3,Vax_w_history
15259.539273062532,14337128.874039905,0.0011,0.2062,180,17.8487,6,3,3,Vax_w_history
15262.178039356864,14481902.074786779,0.0011,0.2065,61,43.8352,6,4,3,Vax_w_history
8699.81728236967,13143203.536604824,7e-4,0.1263,3375,3.7569,7,1,3,Vax_w_history
8506.3360285456,11922102.620979657,7e-4,0.1263,268,17.8065,7,2,3,Vax_w_history
8698.138792688062,13119696.069256064,7e-4,0.1263,152,29.6621,7,3,3,Vax_w_history
8705.337361775311,13272499.035793856,7e-4,0.1265,22,172.1437,7,4,3,Vax_w_history
133464.53337238924,35153222.732082754,0.0038,0.7772,8437,1.5581,8,1,3,Vax_w_history
126474.40469507875,31098391.295995086,0.0041,0.7772,595,3.6353,8,2,3,Vax_w_history
133626.22841740385,35186420.09256591,0.0038,0.7772,360,4.8753,8,3,3,Vax_w_history
134376.32152917495,36531337.804164164,0.0037,0.7774,62,16.0229,8,4,3,Vax_w_history
102457.70957466324,29335710.579908952,0.0035,0.7009,7163,1.6406,9,1,3,Vax_w_history
97134.76641146511,25655953.61387146,0.0038,0.7009,527,3.9943,9,2,3,Vax_w_history
102590.32382020654,29374459.269738525,0.0035,0.7009,318,5.4781,9,3,3,Vax_w_history
103148.7442748492,30818555.801501207,0.0033,0.701,54,19.1743,9,4,3,Vax_w_history
37614.122465146815,18530610.297549605,0.002,0.4055,4454,2.1517,10,1,3,Vax_w_history
35761.04856851172,16687175.98900752,0.0021,0.4055,338,7.0582,10,2,3,Vax_w_history
37591.978621431925,18454374.715382587,0.002,0.4055,206,10.1199,10,3,3,Vax_w_history
37604.394278381034,18633281.579648424,0.002,0.406,30,47.5497,10,4,3,Vax_w_history
13214.217513178986,13957500.204751592,9e-4,0.1821,3461,3.1504,11,1,3,Vax_w_history
13108.472692507907,12668901.86816874,0.001,0.1821,282,13.015,11,2,3,Vax_w_history
13213.714689608032,13927911.40635357,9e-4,0.1821,161,21.2786,11,3,3,Vax_w_history
13211.188448080482,14064120.12530628,9e-4,0.1824,27,101.9416,11,4,3,Vax_w_history
18653.590402663314,15012548.134749155,0.0012,0.2431,3694,2.7387,12,1,3,Vax_w_history
18045.09949338537,13648583.308272498,0.0013,0.2431,358,9.2823,12,2,3,Vax_w_history
18650.559453378435,14983895.312813789,0.0012,0.2431,191,15.171,12,3,3,Vax_w_history
18652.603595205906,15116574.454033626,0.0012,0.2435,56,41.3643,12,4,3,Vax_w_history
13843.766064179888,14095080.269283194,0.001,0.1902,3503,3.0845,13,1,3,Vax_w_history
13520.221407211562,12797654.417832673,0.0011,0.1902,346,11.0772,13,2,3,Vax_w_history
13842.41097881324,14069169.374231236,0.001,0.1902,172,19.6373,13,3,3,Vax_w_history
13845.629813367224,14216172.170881016,0.001,0.1905,54,52.1828,13,4,3,Vax_w_history
7666.028040679409,12956557.201121889,6e-4,0.1127,3325,3.9992,14,1,3,Vax_w_history
7492.681815122212,11753867.70354601,6e-4,0.1127,265,19.5821,14,2,3,Vax_w_history
7664.533944409748,12934191.285059135,6e-4,0.1127,147,33.4351,14,3,3,Vax_w_history
7671.096931026689,13086857.676272543,6e-4,0.1129,22,190.852,14,4,3,Vax_w_history
424229.4912133025,38027449.793814294,0.0112,0.8081,9149,1.2988,1,1,5,Vax_w_history
402486.41255696764,33630239.08818373,0.012,0.8081,666,2.258,1,2,5,Vax_w_history
424765.5995438666,38073314.66983988,0.0112,0.8081,395,2.8131,1,3,5,Vax_w_history
427047.72561324475,39558699.86114427,0.0108,0.8082,67,7.3071,1,4,5,Vax_w_history
334099.38206376147,31361740.06860176,0.0107,0.7323,7679,1.3363,2,1,5,Vax_w_history
317811.11334264185,27394123.748950522,0.0116,0.7323,581,2.3925,2,2,5,Vax_w_history
334534.3750260606,31415479.018772975,0.0106,0.7323,342,3.0459,2,3,5,Vax_w_history
336179.9027301615,33020615.266935717,0.0102,0.7323,56,8.5483,2,4,5,Vax_w_history
122275.5183195614,19098383.986462682,0.0064,0.4278,4587,1.5871,3,1,5,Vax_w_history
116750.31334921236,17192244.423695613,0.0068,0.4278,342,3.7246,3,2,5,Vax_w_history
122211.71739228789,19017211.342227183,0.0064,0.4278,216,4.865,3,3,5,Vax_w_history
122243.97273643139,19198177.657229066,0.0064,0.4284,30,18.988,3,4,5,Vax_w_history
26334.975353685793,14056307.11081752,0.0019,0.1884,3479,2.4021,4,1,5,Vax_w_history
26152.400863969302,12759027.048571488,0.002,0.1884,283,8.1361,4,2,5,Vax_w_history
26334.37056322079,14026174.939803133,0.0019,0.1884,163,12.652,4,3,5,Vax_w_history
26328.523359011324,14161619.213685848,0.0019,0.1887,27,56.1242,4,4,5,Vax_w_history
61595.27789798118,15456576.661582965,0.004,0.2664,3790,1.8544,5,1,5,Vax_w_history
59779.27874827695,14057133.125429142,0.0043,0.2664,378,4.4706,5,2,5,Vax_w_history
61586.26724551116,15426174.947346278,0.004,0.2664,200,6.687,5,3,5,Vax_w_history
61589.77443123444,15554015.671411918,0.004,0.2668,65,14.6387,5,4,5,Vax_w_history
41476.82226448944,14364157.07508125,0.0029,0.2062,3558,2.0687,6,1,5,Vax_w_history
40586.79946689329,13044409.233895916,0.0031,0.2062,360,5.4454,6,2,5,Vax_w_history
41473.1459258707,14337129.01565261,0.0029,0.2062,180,8.7749,6,3,5,Vax_w_history
41480.35774603333,14481902.216456335,0.0029,0.2065,61,19.5873,6,4,5,Vax_w_history
20545.843821024508,13143203.60875852,0.0016,0.1263,3375,2.5954,7,1,5,Vax_w_history
20076.11000167809,11922102.688846864,0.0017,0.1263,268,9.6065,7,2,5,Vax_w_history
20541.68355918331,13119696.141302587,0.0016,0.1263,152,15.2037,7,3,5,Vax_w_history
20561.455307192417,13272499.107993169,0.0015,0.1265,22,79.6348,7,4,5,Vax_w_history
378439.54118544754,35153224.0033506,0.0108,0.7772,8437,1.318,8,1,5,Vax_w_history
359168.5442947605,31098392.467162665,0.0115,0.7772,595,2.376,8,2,5,Vax_w_history
378894.5017304525,35186421.36683361,0.0108,0.7772,360,2.966,8,3,5,Vax_w_history
380944.79117907543,36531339.100267924,0.0104,0.7774,62,7.8584,8,4,5,Vax_w_history
299408.0497162749,29335711.561922383,0.0102,0.7009,7163,1.3571,9,1,5,Vax_w_history
285065.28525610815,25655954.514454413,0.0111,0.7009,527,2.5175,9,2,5,Vax_w_history
299774.3803249331,29374460.254631322,0.0102,0.7009,318,3.2023,9,3,5,Vax_w_history
301235.448827399,30818556.808256023,0.0098,0.701,54,8.9985,9,4,5,Vax_w_history
112825.89982853514,18530610.666808166,0.0061,0.4055,4454,1.6137,10,1,5,Vax_w_history
107681.02521943595,16687176.332557868,0.0065,0.4055,338,3.8389,10,2,5,Vax_w_history
112766.28537864711,18454375.08383041,0.0061,0.4055,206,5.1351,10,3,5,Vax_w_history
112797.22458114848,18633281.948630486,0.0061,0.406,30,19.7233,10,4,5,Vax_w_history
25224.38328862878,13957500.29720659,0.0018,0.1821,3461,2.4376,11,1,5,Vax_w_history
25047.282045875687,12668901.955395214,0.002,0.1821,282,8.3479,11,2,5,Vax_w_history
25223.81995064686,13927911.498643907,0.0018,0.1821,161,13.1007,11,3,5,Vax_w_history
25217.96763828062,14064120.217497831,0.0018,0.1824,27,57.889,11,4,5,Vax_w_history
54823.56499055216,15012548.322296653,0.0037,0.2431,3694,1.9118,12,1,5,Vax_w_history
53199.44824171051,13648583.486037482,0.0039,0.2431,358,4.8218,12,2,5,Vax_w_history
54815.73103780215,14983895.500198256,0.0037,0.2431,191,7.2634,12,3,5,Vax_w_history
54822.97718727146,15116574.64131979,0.0036,0.2435,56,17.5333,12,4,5,Vax_w_history
37459.0436772653,14095080.397397207,0.0027,0.1902,3503,2.1327,13,1,5,Vax_w_history
36659.44246213387,12797654.53940045,0.0029,0.1902,346,5.8442,13,2,5,Vax_w_history
37455.89359547035,14069169.502228033,0.0027,0.1902,172,9.5625,13,3,5,Vax_w_history
37464.59250551784,14216172.298962265,0.0026,0.1905,54,23.0553,13,4,5,Vax_w_history
18165.11134883889,12956557.264907056,0.0014,0.1127,3325,2.7224,14,1,5,Vax_w_history
17742.78097752963,11753867.763525102,0.0015,0.1127,265,10.4291,14,2,5,Vax_w_history
18161.39637439276,12934191.34874967,0.0014,0.1127,147,16.9149,14,3,5,Vax_w_history
18179.40294883733,13086857.740108099,0.0014,0.1129,22,87.6417,14,4,5,Vax_w_history
21352,4958129,0.0043,1,1092,2.721,15,1,1,SccsCov
21352,4958129,0.0043,1,102,9.9323,15,2,1,SccsCov
21352,4958129,0.0043,1,46,18.015,15,3,1,SccsCov
21352,4958129,0.0043,1,6,126.8598,15,4,1,SccsCov
21352,4958129,0.0043,1,1092,2.721,16,1,1,SccsCov
21352,4958129,0.0043,1,102,9.9323,16,2,1,SccsCov
21352,4958129,0.0043,1,46,18.015,16,3,1,SccsCov
21352,4958129,0.0043,1,6,126.8598,16,4,1,SccsCov
19590.720550694125,15185028.592751523,0.0013,0.2682,3892,2.6443,15,1,2,SccsCov
18750.326142946786,13811420.332570823,0.0014,0.2682,331,9.6174,15,2,2,SccsCov
19588.974006803775,15170191.535728602,0.0013,0.2682,174,15.8381,15,3,2,SccsCov
19552.707550370273,15341454.193306834,0.0013,0.2683,27,77.825,15,4,2,SccsCov
19590.720550694125,15185028.592751523,0.0013,0.2682,3892,2.6443,16,1,2,SccsCov
18750.326142946786,13811420.332570823,0.0014,0.2682,331,9.6174,16,2,2,SccsCov
19588.974006803775,15170191.535728602,0.0013,0.2682,174,15.8381,16,3,2,SccsCov
19552.707550370273,15341454.193306834,0.0013,0.2683,27,77.825,16,4,2,SccsCov
19590.720550694125,15185028.595494032,0.0013,0.2682,3892,2.6443,15,1,3,SccsCov
18750.326142946786,13811420.3389614,0.0014,0.2682,331,9.6174,15,2,3,SccsCov
19588.974006803775,15170191.538378563,0.0013,0.2682,174,15.8381,15,3,3,SccsCov
19552.707550370273,15341454.195340853,0.0013,0.2683,27,77.825,15,4,3,SccsCov
19590.720550694125,15185028.595494032,0.0013,0.2682,3892,2.6443,16,1,3,SccsCov
18750.326142946786,13811420.3389614,0.0014,0.2682,331,9.6174,16,2,3,SccsCov
19588.974006803775,15170191.538378563,0.0013,0.2682,174,15.8381,16,3,3,SccsCov
19552.707550370273,15341454.195340853,0.0013,0.2683,27,77.825,16,4,3,SccsCov
243125.4201648422,15185028.801052544,0.016,0.2682,3892,1.3911,15,1,4,SccsCov
230539.53961010984,13811420.530882174,0.0167,0.2682,331,2.5866,15,2,4,SccsCov
243249.85300332084,15170191.74405063,0.016,0.2682,174,3.4608,15,3,4,SccsCov
243346.41811604155,15341454.401368048,0.0159,0.2683,27,10.8366,15,4,4,SccsCov
243125.4201648422,15185028.801052544,0.016,0.2682,3892,1.3911,16,1,4,SccsCov
230539.53961010984,13811420.530882174,0.0167,0.2682,331,2.5866,16,2,4,SccsCov
243249.85300332084,15170191.74405063,0.016,0.2682,174,3.4608,16,3,4,SccsCov
243346.41811604155,15341454.401368048,0.0159,0.2683,27,10.8366,16,4,4,SccsCov
58631.47058484137,15185028.79106482,0.0039,0.2682,3892,1.8567,15,1,5,SccsCov
55935.75796353581,13811420.521840272,0.004,0.2682,331,4.9316,15,2,5,SccsCov
58638.947385764484,15170191.734062959,0.0039,0.2682,174,7.4491,15,3,5,SccsCov
58575.10565411284,15341454.391402029,0.0038,0.2683,27,30.8939,15,4,5,SccsCov
58631.47058484137,15185028.79106482,0.0039,0.2682,3892,1.8567,16,1,5,SccsCov
55935.75796353581,13811420.521840272,0.004,0.2682,331,4.9316,16,2,5,SccsCov
58638.947385764484,15170191.734062959,0.0039,0.2682,174,7.4491,16,3,5,SccsCov
58575.10565411284,15341454.391402029,0.0038,0.2683,27,30.8939,16,4,5,SccsCov
21331,4956803,0.0043,1,1090,2.7238,15,1,1,Cov_w_history
21331,4956803,0.0043,1,101,10.0058,15,2,1,Cov_w_history
21331,4956803,0.0043,1,46,18.0247,15,3,1,Cov_w_history
21331,4956803,0.0043,1,6,126.9391,15,4,1,Cov_w_history
21331,4956803,0.0043,1,1090,2.7238,16,1,1,Cov_w_history
21331,4956803,0.0043,1,101,10.0058,16,2,1,Cov_w_history
21331,4956803,0.0043,1,46,18.0247,16,3,1,Cov_w_history
21331,4956803,0.0043,1,6,126.9391,16,4,1,Cov_w_history
19576.78495238295,15184491.759752788,0.0013,0.268,3891,2.6453,15,1,2,Cov_w_history
18736.605452153093,13810877.215327337,0.0014,0.268,330,9.6418,15,2,2,Cov_w_history
19575.03651503465,15169653.610083664,0.0013,0.268,174,15.8461,15,3,2,Cov_w_history
19538.777941932316,15340920.392351815,0.0013,0.2681,27,77.8714,15,4,2,Cov_w_history
19576.78495238295,15184491.759752788,0.0013,0.268,3891,2.6453,16,1,2,Cov_w_history
18736.605452153093,13810877.215327337,0.0014,0.268,330,9.6418,16,2,2,Cov_w_history
19575.03651503465,15169653.610083664,0.0013,0.268,174,15.8461,16,3,2,Cov_w_history
19538.777941932316,15340920.392351815,0.0013,0.2681,27,77.8714,16,4,2,Cov_w_history
19576.78495238295,15184491.76242268,0.0013,0.268,3891,2.6453,15,1,3,Cov_w_history
18736.605452153093,13810877.221647417,0.0014,0.268,330,9.6418,15,2,3,Cov_w_history
19575.03651503465,15169653.612661019,0.0013,0.268,174,15.8461,15,3,3,Cov_w_history
19538.777941932316,15340920.394313289,0.0013,0.2681,27,77.8714,15,4,3,Cov_w_history
19576.78495238295,15184491.76242268,0.0013,0.268,3891,2.6453,16,1,3,Cov_w_history
18736.605452153093,13810877.221647417,0.0014,0.268,330,9.6418,16,2,3,Cov_w_history
19575.03651503465,15169653.612661019,0.0013,0.268,174,15.8461,16,3,3,Cov_w_history
19538.777941932316,15340920.394313289,0.0013,0.2681,27,77.8714,16,4,3,Cov_w_history
242945.83419541016,15184491.967908606,0.016,0.268,3891,1.3913,15,1,4,Cov_w_history
230356.90426905724,13810877.413499895,0.0167,0.268,330,2.5903,15,2,4,Cov_w_history
243070.17426795946,15169653.818260502,0.016,0.268,174,3.4619,15,3,4,Cov_w_history
243166.77558390866,15340920.60026796,0.0159,0.2681,27,10.8416,15,4,4,Cov_w_history
242945.83419541016,15184491.967908606,0.016,0.268,3891,1.3913,16,1,4,Cov_w_history
230356.90426905724,13810877.413499895,0.0167,0.268,330,2.5903,16,2,4,Cov_w_history
243070.17426795946,15169653.818260502,0.016,0.268,174,3.4619,16,3,4,Cov_w_history
243166.77558390866,15340920.60026796,0.0159,0.2681,27,10.8416,16,4,4,Cov_w_history
58589.64739070523,15184491.957920598,0.0039,0.268,3891,1.8572,15,1,5,Cov_w_history
55894.39527977882,13810877.404452914,0.004,0.268,330,4.9418,15,2,5,Cov_w_history
58597.115804530324,15169653.808272507,0.0039,0.268,174,7.4523,15,3,5,Cov_w_history
58533.29514064044,15340920.59030157,0.0038,0.2681,27,30.9107,15,4,5,Cov_w_history
58589.64739070523,15184491.957920598,0.0039,0.268,3891,1.8572,16,1,5,Cov_w_history
55894.39527977882,13810877.404452914,0.004,0.268,330,4.9418,16,2,5,Cov_w_history
58597.115804530324,15169653.808272507,0.0039,0.268,174,7.4523,16,3,5,Cov_w_history
58533.29514064044,15340920.59030157,0.0038,0.2681,27,30.9107,16,4,5,Cov_w_history
